22,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,4,2
269,FIELD_IDENTIFIER,2,,false,false,,24,2
299,FIELD_IDENTIFIER,2,,false,false,,30,2
342,FIELD_IDENTIFIER,2,,false,false,,44,2
384,FIELD_IDENTIFIER,2,,false,false,,61,2
411,FIELD_IDENTIFIER,2,,false,false,,70,2
438,FIELD_IDENTIFIER,2,,false,false,,79,2
446,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,88,2
452,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,89,2
2581,FIELD_IDENTIFIER,2,,urlsLinked,urlsLinked,,84,2
2584,FIELD_IDENTIFIER,2,,true,true,,84,2
2588,FIELD_IDENTIFIER,2,,safeLinksWhitelist,safeLinksWhitelist,,104,2
2654,FIELD_IDENTIFIER,2,,BlockTypes,BlockTypes,,126,2
2887,FIELD_IDENTIFIER,2,,unmarkedBlockTypes,unmarkedBlockTypes,,154,2
2897,FIELD_IDENTIFIER,2,,InlineTypes,InlineTypes,,1109,2
3001,FIELD_IDENTIFIER,2,,inlineMarkerList,inlineMarkerList,,1124,2
3006,FIELD_IDENTIFIER,2,,instances,instances,,1952,2
3013,FIELD_IDENTIFIER,2,,specialCharacters,specialCharacters,,1963,2
3091,FIELD_IDENTIFIER,2,,StrongRegex,StrongRegex,,1967,2
3105,FIELD_IDENTIFIER,2,,EmRegex,EmRegex,,1972,2
3119,FIELD_IDENTIFIER,2,,regexHtmlAttribute,regexHtmlAttribute,,1977,2
3124,FIELD_IDENTIFIER,2,,voidElements,voidElements,,1979,2
3182,FIELD_IDENTIFIER,2,,textLevelElements,textLevelElements,,1983,2
3365,FIELD_IDENTIFIER,2,,DefinitionData,DefinitionData,,40,2
3395,FIELD_IDENTIFIER,2,,breaksEnabled,breaksEnabled,,61,2
3402,FIELD_IDENTIFIER,2,,markupEscaped,markupEscaped,,70,2
3409,FIELD_IDENTIFIER,2,,urlsLinked,urlsLinked,,79,2
3416,FIELD_IDENTIFIER,2,,safeMode,safeMode,,88,2
3425,FIELD_IDENTIFIER,2,,strictMode,strictMode,,97,2
3449,FIELD_IDENTIFIER,2,,null,null,,170,2
3495,FIELD_IDENTIFIER,2,,true,true,,186,2
3498,FIELD_IDENTIFIER,2,,false,false,,186,2
3577,FIELD_IDENTIFIER,2,,unmarkedBlockTypes,unmarkedBlockTypes,,233,2
3582,FIELD_IDENTIFIER,2,,BlockTypes,BlockTypes,,235,2
3590,FIELD_IDENTIFIER,2,,BlockTypes,BlockTypes,,237,2
3651,FIELD_IDENTIFIER,2,,true,true,,261,2
3660,FIELD_IDENTIFIER,2,,true,true,,266,2
3692,FIELD_IDENTIFIER,2,,true,true,,295,2
3899,FIELD_IDENTIFIER,2,,markupEscaped,markupEscaped,,405,2
3901,FIELD_IDENTIFIER,2,,safeMode,safeMode,,405,2
3928,FIELD_IDENTIFIER,2,,true,true,,415,2
3939,FIELD_IDENTIFIER,2,,false,false,,419,2
3946,FIELD_IDENTIFIER,2,,true,true,,421,2
3976,FIELD_IDENTIFIER,2,,false,false,,437,2
3983,FIELD_IDENTIFIER,2,,true,true,,439,2
4016,FIELD_IDENTIFIER,2,,false,false,,461,2
4140,FIELD_IDENTIFIER,2,,true,true,,521,2
4183,FIELD_IDENTIFIER,2,,strictMode,strictMode,,550,2
4313,FIELD_IDENTIFIER,2,,true,true,,593,2
4387,FIELD_IDENTIFIER,2,,true,true,,612,2
4486,FIELD_IDENTIFIER,2,,null,null,,647,2
4558,FIELD_IDENTIFIER,2,,true,true,,667,2
4628,FIELD_IDENTIFIER,2,,null,null,,693,2
4664,FIELD_IDENTIFIER,2,,true,true,,707,2
4949,FIELD_IDENTIFIER,2,,markupEscaped,markupEscaped,,831,2
4951,FIELD_IDENTIFIER,2,,safeMode,safeMode,,831,2
4960,FIELD_IDENTIFIER,2,,regexHtmlAttribute,regexHtmlAttribute,,836,2
4972,FIELD_IDENTIFIER,2,,textLevelElements,textLevelElements,,840,2
4996,FIELD_IDENTIFIER,2,,true,true,,849,2
5039,FIELD_IDENTIFIER,2,,false,false,,874,2
5067,FIELD_IDENTIFIER,2,,null,null,,881,2
5073,FIELD_IDENTIFIER,2,,DefinitionData,DefinitionData,,884,2
5124,FIELD_IDENTIFIER,2,,false,false,,905,2
5132,FIELD_IDENTIFIER,2,,false,false,,906,2
5140,FIELD_IDENTIFIER,2,,false,false,,907,2
5152,FIELD_IDENTIFIER,2,,false,false,,908,2
5205,FIELD_IDENTIFIER,2,,null,null,,936,2
5327,FIELD_IDENTIFIER,2,,true,true,,996,2
5637,FIELD_IDENTIFIER,2,,inlineMarkerList,inlineMarkerList,,1149,2
5661,FIELD_IDENTIFIER,2,,InlineTypes,InlineTypes,,1157,2
5799,FIELD_IDENTIFIER,2,,false,false,,1228,2
5826,FIELD_IDENTIFIER,2,,breaksEnabled,breaksEnabled,,1247,2
5927,FIELD_IDENTIFIER,2,,false,false,,1284,2
6006,FIELD_IDENTIFIER,2,,StrongRegex,StrongRegex,,1316,2
6017,FIELD_IDENTIFIER,2,,EmRegex,EmRegex,,1320,2
6077,FIELD_IDENTIFIER,2,,specialCharacters,specialCharacters,,1344,2
6131,FIELD_IDENTIFIER,2,,null,null,,1364,2
6179,FIELD_IDENTIFIER,2,,true,true,,1377,2
6222,FIELD_IDENTIFIER,2,,null,null,,1394,2
6250,FIELD_IDENTIFIER,2,,null,null,,1399,2
6256,FIELD_IDENTIFIER,2,,null,null,,1400,2
6349,FIELD_IDENTIFIER,2,,DefinitionData,DefinitionData,,1446,2
6357,FIELD_IDENTIFIER,2,,DefinitionData,DefinitionData,,1451,2
6390,FIELD_IDENTIFIER,2,,markupEscaped,markupEscaped,,1465,2
6392,FIELD_IDENTIFIER,2,,safeMode,safeMode,,1465,2
6400,FIELD_IDENTIFIER,2,,false,false,,1465,2
6480,FIELD_IDENTIFIER,2,,regexHtmlAttribute,regexHtmlAttribute,,1486,2
6526,FIELD_IDENTIFIER,2,,false,false,,1497,2
6628,FIELD_IDENTIFIER,2,,urlsLinked,urlsLinked,,1534,2
6631,FIELD_IDENTIFIER,2,,true,true,,1534,2
6655,FIELD_IDENTIFIER,2,,false,false,,1539,2
6662,FIELD_IDENTIFIER,2,,PREG_OFFSET_CAPTURE,PREG_OFFSET_CAPTURE,,1540,2
6722,FIELD_IDENTIFIER,2,,false,false,,1562,2
6990,FIELD_IDENTIFIER,2,,safeMode,safeMode,,1691,2
7040,FIELD_IDENTIFIER,2,,null,null,,1711,2
7054,FIELD_IDENTIFIER,2,,false,false,,1721,2
7083,FIELD_IDENTIFIER,2,,safeMode,safeMode,,1734,2
7127,FIELD_IDENTIFIER,2,,true,true,,1755,2
7155,FIELD_IDENTIFIER,2,,true,true,,1777,2
7249,FIELD_IDENTIFIER,2,,PREG_OFFSET_CAPTURE,PREG_OFFSET_CAPTURE,,1829,2
7404,FIELD_IDENTIFIER,2,,safeLinksWhitelist,safeLinksWhitelist,,1902,2
7445,FIELD_IDENTIFIER,2,,ENT_NOQUOTES,ENT_NOQUOTES,,1921,2
7448,FIELD_IDENTIFIER,2,,ENT_QUOTES,ENT_QUOTES,,1921,2
7464,FIELD_IDENTIFIER,2,,false,false,,1930,2
8021,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,8,2
8030,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,13,2
8087,FIELD_IDENTIFIER,2,,true,true,,35,2
8091,FIELD_IDENTIFIER,2,,true,true,,36,2
8096,FIELD_IDENTIFIER,2,,false,false,,39,2
8100,FIELD_IDENTIFIER,2,,false,false,,40,2
8106,FIELD_IDENTIFIER,2,,false,false,,44,2
8113,FIELD_IDENTIFIER,2,,PHP_URL_HOST,PHP_URL_HOST,,45,2
8191,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,87,2
8215,FIELD_IDENTIFIER,2,,true,true,,102,2
8314,FIELD_IDENTIFIER,2,,true,true,,160,2
8319,FIELD_IDENTIFIER,2,,false,false,,163,2
8327,FIELD_IDENTIFIER,2,,false,false,,166,2
8411,FIELD_IDENTIFIER,2,,false,false,,203,2
8982,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,274,2
9099,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,333,2
9103,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,335,2
9107,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,337,2
9111,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,346,2
9122,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,376,2
9145,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,404,2
9149,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,406,2
9176,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,440,2
9180,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,442,2
9222,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,473,2
9239,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,479,2
9318,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,518,2
9350,FIELD_IDENTIFIER,2,,ATTR_ERRMODE,ATTR_ERRMODE,,522,2
9352,FIELD_IDENTIFIER,2,,ERRMODE_EXCEPTION,ERRMODE_EXCEPTION,,522,2
9355,FIELD_IDENTIFIER,2,,ATTR_EMULATE_PREPARES,ATTR_EMULATE_PREPARES,,523,2
9358,FIELD_IDENTIFIER,2,,false,false,,523,2
9378,FIELD_IDENTIFIER,2,,SQLITE,SQLITE,,535,2
9385,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,536,2
9400,FIELD_IDENTIFIER,2,,true,true,,538,2
9467,FIELD_IDENTIFIER,2,,true,true,,581,2
9518,FIELD_IDENTIFIER,2,,DIRECTORY_SEPARATOR,DIRECTORY_SEPARATOR,,608,2
9521,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,608,2
9525,FIELD_IDENTIFIER,2,,DIRECTORY_SEPARATOR,DIRECTORY_SEPARATOR,,608,2
9529,FIELD_IDENTIFIER,2,,DIRECTORY_SEPARATOR,DIRECTORY_SEPARATOR,,608,2
9538,FIELD_IDENTIFIER,2,,DIRECTORY_SEPARATOR,DIRECTORY_SEPARATOR,,609,2
9541,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,609,2
9688,FIELD_IDENTIFIER,2,,PHP_OS,PHP_OS,,625,2
9837,FIELD_IDENTIFIER,2,,false,false,,28,2
9841,FIELD_IDENTIFIER,2,,success,success,,30,2
9846,FIELD_IDENTIFIER,2,,null,null,,33,2
9928,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,4,2
10073,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,4,2
10079,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,5,2
10195,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,26,2
10334,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,4,2
10382,FIELD_IDENTIFIER,2,,E_USER_ERROR,E_USER_ERROR,,22,2
10407,FIELD_IDENTIFIER,2,,E_USER_ERROR,E_USER_ERROR,,26,2
10434,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,36,2
10463,FIELD_IDENTIFIER,2,,false,false,,40,2
10480,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,44,2
10509,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,71,2
10513,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,83,2
10521,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,123,2
10539,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,4,2
10570,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,4,2
10648,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,4,2
10784,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,54,2
10871,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,4,2
10920,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,23,2
10964,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,48,2
10974,FIELD_IDENTIFIER,2,,DIRECTORY_SEPARATOR,DIRECTORY_SEPARATOR,,51,2
10978,FIELD_IDENTIFIER,2,,DIRECTORY_SEPARATOR,DIRECTORY_SEPARATOR,,51,2
11062,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,3,2
11154,FIELD_IDENTIFIER,2,,first_name,first_name,,46,2
11157,FIELD_IDENTIFIER,2,,surname,surname,,46,2
11160,FIELD_IDENTIFIER,2,,id,id,,46,2
11183,FIELD_IDENTIFIER,2,,false,false,,47,2
11250,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,3,2
11397,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,4,2
11460,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,33,2
11588,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,4,2
11651,FIELD_IDENTIFIER,2,,DVWA_WEB_PAGE_TO_ROOT,DVWA_WEB_PAGE_TO_ROOT,,33,2
11792,FIELD_IDENTIFIER,2,,E_USER_ERROR,E_USER_ERROR,,10,2
